hate_speech,tweet
non-hateful,haha Noo bitch now! &stop playing games hoe! &
non-hateful,And the Yankees gave you a win. :) Happy Birthday!!
non-hateful,- I'm jst fckn w/ you.&I've always wanted to jigg hella good too. we jst not wild enough to be in the circle cuz.&
hateful,I don't bend that way queer. Thanks for the offer it's flattering.
hateful,go back to nigeria faggot
hateful,ratchet white trash
non-hateful,some white bitch on Facebook lol
non-hateful,get a real hair cut faggot. I served my country in the Marines for 8 years. What have u done.
non-hateful,ur a fucking half breed dog. Stop acting.
non-hateful,yall playful don't come dumb hoes
non-hateful,I've only like about 3 pair..they're overpriced trash ..
non-hateful,Naw... I'm trash... Keep ya pity hugs...&
non-hateful,booty wop sided as hell
non-hateful,two birds with one stone Biggs.
non-hateful,pussy
non-hateful,"Hey the thing is a joke. 13 Benghazis under Bush, no hearings. More on Benghazi than real 9-11 attack"
hateful,they bout to try and hoe you next
non-hateful,what are you doing up right now Tavares. Kickin my bitch to curb for being too dramatic again?
non-hateful,"reason for why he only rap about pussy... "" What am I supposed to talk about?"" smh 
How bout you make music that ain't NEGATIVE!"
hateful,&you're a coon
non-hateful,"I'm apparently the ""Good Luck Chuck"" of bitches. -.-"
non-hateful,Y'all both trash
non-hateful,I want some clams on the half shell :-) 
non-hateful,"
You date colored men?"
non-hateful,here's my opinion on the matter..... She's a cunt.
non-hateful,"Well, wouldn't coast YOU that much but I don't see you going bass fishing with a bunch of rich rednecks either."
hateful,you hoes ain't loyal &
non-hateful,nigga caping for the bitch like we haven't all seen her nudes already.. What does he want tf
non-hateful,&whipped
hateful,She doin homework you jiggaboo. Let her be
non-hateful,Nigga what. 11-5 without a warm up and you traveled like a bitch
non-hateful,stick to the court hoe
non-hateful,bitch follow me
non-hateful,"I hope so, the bitch was annoying! I think, she thought she was smart or something!"
non-hateful,LOL! That was a cyber bitch slap for sure!
non-hateful,"&lt;&lt; Where'd you go big mouth bitch?
Busy Choking on that Cock I told you to find?"
non-hateful,"don't trash Jersey...ODDS ARE..YOU WOULDN'T LAST 10 MINUTES AROUND HERE! 
Go back to watching BARNEY!"
non-hateful,"BWAHAAAA I just choked on an Oreo cookie!
I'M figuring, this may have something to do with it! "
non-hateful,"Breeding a Nation of Pussies, now how the hell is a Man, a Man...IF HE's A PUSSY!
I'm concerned, WE have pussies &amp; psycho's!"
non-hateful,"yeah, I seen you tweet about bitch &amp; block. I used it...it fits!"
hateful,"yeah...I try NOT to follow them ZULU looking bitches. 
FLAT OUT NO WAY!
I use my sheets on my bed, NOT MY HEAD!"
non-hateful,that hoe over there.
non-hateful,It's retarded. Ignore the harlem shake fad and hope it goes away soon.
non-hateful,so everybody knw I mis-spell shit &ion proof read shit!!! let ah bitch call me dumb ima back dey ass up &
hateful,"Yeah! Me too. My people, the women, laff at the set apart men... they love the real niggas or niggers."
non-hateful,but bitch nobody was wanting your ass. U assumed that cuz u let dogs run up in yo filth &amp; u think i want some of it...NOT!
hateful,"They have mix, not all are retards. AAP is Maoists, terrorists,Congies and delusional Retards"
non-hateful,"but S
HE got a pussy now which makes him a her. And she's bad. So.."
non-hateful,Atlanta niggas* Bay niggas gotta chill. RT I'm shitting on you hoes. 
non-hateful,stfu nigguh I've been reading the manga for the longest and you know that
non-hateful,poor poor parker has nothing...without aaryn 2 bitch about no 1 would even know he was around a looser
non-hateful,dat bitch a tampon
non-hateful,&a box full of yellow crayons.
non-hateful,"&I gotta keep my ""hoes"" on private."
hateful,hey aklve! Im taking out the black ghetto trash. Youre blocked nigger
non-hateful,I thought you was talm bout the school wifi I was gon say all you had to do was ask a bitch &
hateful,man y'all niggas chill man I'm High af tho . Y'all niggas ain't even tell me who the hoe is &
non-hateful,What did I prove for you? That you're blissfully ignorant? Group thinker? Political chump and race traitor?
non-hateful,yellow bone be oh so easy wit da name callin b
non-hateful,belle bitch?
non-hateful,you went IIIIIIINNNNNN on this hoe bro!!! 
non-hateful,omg my mom did it on Christmas once if I hadn't been the hostess that year I would've slit her throat
non-hateful,You and should name a group called MOB - Moaning old bitches
hateful,"shut the fuck up you cry baby, all you do is bitch and whine about life, shits retarded."
hateful,uh oh its 9/11 what you gonna preach and cry about today faggot.
hateful,fag
non-hateful,I just wanted brownies man
non-hateful,I'll trade you one car drift for brownies.
hateful,fake niggah! They fake!
non-hateful,shit gettin money fuckin hoes uk how dat go lmaooooo
non-hateful,doesn't wife these bitches 
non-hateful,"But seriously, it's the only reason I use a Mega whatsoever. Pure favoritism. Also those sweet fuzzy wings."
non-hateful,he seems like a weak faggot so probably yea
hateful,I almost have enough rank to buy some stuff from the purple bitch. What should I buy from the exotic guy?
hateful,buck beaners &amp; security started pushing him &amp; that jetsgreen faggot around
non-hateful,Slutty ass dykes
non-hateful,lol I already made it. I'm waiting on my brownies to finish &
non-hateful,nigga yes you do! Take me on a ride in that bitch pleaseee
non-hateful,free world bitch
non-hateful,rams are for fags
non-hateful,"you don't want to battle, you shook cause ain't no such things as half way crooks ....bitch"
non-hateful,"you're still a free world bitch , don't deserve your 313 area code !"
hateful,yeah I like them too but Im not annoying ass bitch about it. Support them but dont bitch
hateful,I'm gonna tell my friend not to buy your scuf now dumb chink frail pussy
non-hateful,use coconut oil faggot
non-hateful,this shit sorry than a hoe
non-hateful,it's supposed to be grey with speckled blue midsole and the soles are more yellow than icy so pass
non-hateful,"I don't suck tho, you're just mad because you're trash and I carried you. you always had 0 points"
non-hateful,the witches took them hoe
non-hateful,nvm thought we were talking fifa sorry matt you're not trash at zombies
non-hateful,it's got good mojo for sure. Paybacks a bitch
non-hateful,You're saying zebras are goth?
non-hateful,Nice pussy.
non-hateful,"I'm not trying to be critical but Jr. literally looks like he just ate a pot brownie, got off a couch and put on his gloves"
non-hateful,"miss you ya fucker, send me a txt every now and again like ya used to all ill do the same ya twat :p"
non-hateful,yes. Touch my bitch? Get ya shit knocked
non-hateful,lucky as bitch ft. Juicy J
non-hateful,i hope you get better soon! colds are for the birds
hateful,u aint bout it wop
non-hateful,stop calling her a bitch *crystal voice*
non-hateful,yes bitch. &
non-hateful,what kind of hoe are you dressing up as?
non-hateful,&welcome back b.. without your daily rants my TL was trash af
non-hateful,eeeeeeeee you got the hoes
non-hateful,be my guest. I want to be a bird I think
non-hateful,like the cure time when u shut da fuck up from gettin in other folks bizness like a lil bitch
hateful,we block us then and see what happens. You think we on ya high yellow ass now. Just watch
hateful,T.o. was a faggot crybaby
non-hateful,stfu hoe &
hateful,bitch fuck you get out my mentions malzeno!
non-hateful,would be funnier if America and not pussy Canada.
non-hateful,I smiled first and then you mugged . So of course ima mugg back. Can't bitch out lol
non-hateful,thank you for proving my bitch ass wrong tonight.
non-hateful,ya 5 games are you a retard?
non-hateful,"lmaooo dj&stranger danger, im just a coon."
hateful,Am not down with gay shit u better ask my bitch
non-hateful,bitch you can get to.
hateful,bring yo bitch ass whith em jump in want to and get yo ass beat up
hateful,hoe I'm at work til like 8
non-hateful,stop looking porn fag
non-hateful,bitch I told you to hit me when you got back
non-hateful,cuz bitches love cheesy
hateful,you a fag b
hateful,stop being bitchy bitch
non-hateful,"tegenwoordig weet je ook al niet wat voor vlees je eet,voor je t weet is t zebra of een aap"
non-hateful,Ha!!!! The shyt niggas tell hoes 2 ho wanna be more...
non-hateful,follow me bitch lol u too good to follow back ha ha
non-hateful,Cant the Yankees make some last weeks moves??
hateful,Anything to trash this black President!!
hateful,"just got his pussy kicked, he's out, done, wins, per Fox News.... "
non-hateful,"In many areas has that look, but need to see bean count-said it before, beans are a bitch-tend to do what you don't expect"
non-hateful,was like had some gas cause I hit that bitch one time and ended up talkin shit all night bitch was fried &
hateful,"I am brown, while you are black and ignorant, your stupidity makes me sick, typical thug looking nigger."
non-hateful,thats why the hoes love her...they can relate to being lonely &amp; depressed lol
non-hateful,"It's 's favorite fucking jam! I haven't seen it, but judging by there being a little girl in it, it's probably trash"
non-hateful,you tryna say I'm a pussy? Of course I'm tryna slam. I ain't no pussy duuuuuuu
non-hateful,keep ya draws on hoe!!
non-hateful,You mean the one I colored with crayons isn't copacetic?
hateful,#NAME?
non-hateful,"His do not, until playoffs. But luckily, this means that any future kid will definitely root for the Yanks. "
hateful,geta Life faggot
non-hateful,nah its bc I'm a bad bitch
non-hateful,pussy
non-hateful,pussy shit
non-hateful,"here it's a ""wtf dude are you fucking retarded"""
non-hateful,thx hoe
hateful,Your a dirty cunt mate lol 
non-hateful,if it were close than we could bitch but that was going on 10 to zip on scorecards ... Rightful mercy stoppage
hateful,"yea, it looks fag-like"
hateful,suck my dick you cunts
non-hateful,good bitch &
hateful,your a cunt
non-hateful,the grass is greener on the other side of the fence of course it's also a soggy septic field
non-hateful,"""The Yankees of football"" was the funniest part of your latest video. Sincerely, all of Pittsburgh."
non-hateful,Taffy will know where I live and he would probably find me and stab me.
non-hateful,means trash lol
non-hateful,ayyy tell that bitch in your avi she needs fix a flat for dat flat ass&
hateful,shut your legs hoe
non-hateful,interested. Just wanted to see a better pic of the soles
non-hateful,bitch fuck you!! You cut off until I get my snacks from fat boys !
non-hateful,bitch stop harassing me!!!!!!!
non-hateful,you killed that hoe
non-hateful,bitch im always out
non-hateful,damn makin bitches jealous in reality &amp; Twitter/facebook. Prolly mad bc if her pic was posted it wouldnt be taken as a joke! &
non-hateful,my fuckin mom is a bitch. Like she aint even payin for it. Dylan is and he said its fine.
hateful,u really got these coons out here dreaming
non-hateful,"how is it fucked up, you fucking retard? condemning Ray Rice, yet supporting Chris Brown, who's a women abuser. that's logical?"
