id,test_case,label_gold,target_ident,direction,focus_words,case_templ
5311,"Fuck all that Some bitches so disrespectful they don't care. They will talk , fuck , ya boyfriend and still speak to the girlfriend.",non-hateful,,,,
5312,"Fuck all that huggin and kisses, I fuck all they bitches",non-hateful,,,,
5313,Fuck all that talking bitch y u got my name in to mouth,non-hateful,,,,
5314,Fuck all these dirty hoes these bitches basic,non-hateful,,,,
5315,Fuck all u stupid hoes ,non-hateful,,,,
5316,Fuck all you hoes who keep giving my number to these colleges lmao,non-hateful,,,,
5317,Fuck around &amp; take them hoes back,non-hateful,,,,
5318,Fuck around and get your honeybun took in that bitch with all that crying nigga!!,non-hateful,,,,
5319,Fuck bad bitches,non-hateful,,,,
5320,Fuck bitches get money,non-hateful,,,,
5321,Fuck bitches get money ayyyyeeeee,non-hateful,,,,
5322,Fuck bitches get money mission complete!,non-hateful,,,,
5323,Fuck class gon be a bitch tomorrow,non-hateful,,,,
5324,Fuck fight music bitch this is losing ya life music,non-hateful,,,,
5325,Fuck her right in the pussy.,non-hateful,,,,
5326,"Fuck it, its 4 am why am I tweeting as if anyone is going to answer me, y'all niggers don't reply at 4 pm. Niggerfag Niggerfag Niggerfag",non-hateful,,,,
5327,Fuck ms. Patrick that bitch can't teach for shit,non-hateful,,,,
5328,Fuck my Ex bitch,non-hateful,,,,
5329,Fuck niggah add it up..&gt;&gt;&gt;,non-hateful,,,,
5330,Fuck nigguh Trynna talk it out. Wtf we Finna talk about?,non-hateful,,,,
5331,Fuck off bitch,non-hateful,,,,
5332,"Fuck that Dancehall shit, thru that on bitch",non-hateful,,,,
5333,"Fuck that I got a curfew I break that bitch tho idgaf , she could fuss and curse at me when I get home lmfao",non-hateful,,,,
5334,Fuck that bitch,non-hateful,,,,
5335,Fuck that hoe.,non-hateful,,,,
5336,Fuck that niggah he so weak he cant tell that you a freak,non-hateful,,,,
5337,Fuck that shit I'm out this bitch,non-hateful,,,,
5338,Fuck the courts!!! How is a $35 fine add up to $445 MF dollars bitch??,non-hateful,,,,
5339,Fuck the cowboys the giants the redskins ,non-hateful,,,,
5340,Fuck them hoes you got that award already.,non-hateful,,,,
5341,Fuck them kids bitch,non-hateful,,,,
5342,"Fuck this I need a fat bitch, these skinny bitches ain't hungry for da mula hahaha",non-hateful,,,,
5343,Fuck this bitch idc ,non-hateful,,,,
5344,Fuck u 2 bitch call the cops,non-hateful,,,,
5345,Fuck what a bitch saying the hood love me,non-hateful,,,,
5346,Fuck what rappers say bitch I am LA,non-hateful,,,,
5347,"Fuck what you think. I think them bitches produced the FUCK outta some shit. 

Telling you I STILL rock out to the vast majority of No Skits",non-hateful,,,,
5348,Fuck wit us and we tweakin hoe,non-hateful,,,,
5349,Fuck with us you know we tweakin hoe,non-hateful,,,,
5350,Fuck ya main hoe now she claimin mob hav her brake ya heart wen I rob ya inda daark,non-hateful,,,,
5351,Fuck you and the bitches you talking to,non-hateful,,,,
5352,Fuck you bitches who send dudes to child support court just because you're petty,non-hateful,,,,
5353,"Fuck you, That football SCUM woulda stabbed his gf to death and slit his wrists instead of shooting. Yer a fool.",non-hateful,,,,
5354,"Fuck your dreads fire it up hoe rt while we watch ""This Is The End""",non-hateful,,,,
5355,Fucked the shit out yo bitch earlier she said she couldn't stand straight,non-hateful,,,,
5356,Fucked up when a freak hoe tell you ya posed to be homeboy was pillow talking too .. ,non-hateful,,,,
5357,"Fuckin' moron, snortin' oxycontin, wearin' cotton, oxymoron, like buff faggots playin' sissy dikes",non-hateful,,,,
5358,Fucking bitches never hit a nigga back up,non-hateful,,,,
5359,Fucking flake ass bitches,non-hateful,,,,
5360,Fucking hate ghetto girls I swear bruh,non-hateful,,,,
5361,"Fucking lying cunts man, gotta love them",non-hateful,,,,
5362,Fucking pussy bruh lol,non-hateful,,,,
5363,Fucking thirsty bitches,non-hateful,,,,
5364,Fucking told all of you bitches. http://t.co/DiF6d6EYin,non-hateful,,,,
5365,Fuhk you you hoe I don't want you back classic joint http://t.co/RSTFFagdwY,non-hateful,,,,
5366,Fuk u bitch http://t.co/YezHxQVy02,non-hateful,,,,
5367,Funnie watching my nig interview on ESPN,non-hateful,,,,
5368,Funny 2 see gay men with profiles bitch on tv about privacy rights.,non-hateful,,,,
5369,Funny thing is....it's not just the people doing it. It's the people who seeing these pics and judging the birds. Just as wrong.,non-hateful,,,,
5370,Fuuuuuuuuck that bitch. ,non-hateful,,,,
5371,"G's up, hoes down, while you motherfuckers bounce to this.",non-hateful,,,,
5372,GM....don't be the bird that didn't get the worm today ,non-hateful,,,,
5373,GOOD Music &gt;&gt;&gt;&gt;&gt; Young Money fags,non-hateful,,,,
5374,GStar suspenders got a bad bitch bitch,non-hateful,,,,
5375,GTA online today bitch ass niggas,non-hateful,,,,
5376,GTFOH u bitch ass ref,non-hateful,,,,
5377,"GUYS, I just walked into an office, and the secretary has a bird. Looks like I may just find out for myself. http://t.co/T9U4VGWJWv",non-hateful,,,,
5378,Gab and Bri both fell asleep on me. ,non-hateful,,,,
5379,Gabby is back bitches step aside,non-hateful,,,,
5380,Gabby is hella ghetto,non-hateful,,,,
5381,Gabby's a bitch and has three accounts,non-hateful,,,,
5382,Gaga is that bitch who probably gives A+++ lapdances.,non-hateful,,,,
5383,"GahDamn I got bitches, damn I got bitches, damn I got bitches, wifey, girlfriend, and mistress!!",non-hateful,,,,
5384,Game 126 Preview: Houston at New York http://t.co/sVg7dIIcZG,non-hateful,,,,
5385,Game 128 Preview: Houston at New York http://t.co/ughVRRdirz,non-hateful,,,,
5386,Gansitos are ATG beaner candy,non-hateful,,,,
5387,Gas is always cheaper in the ghetto,non-hateful,,,,
5388,Gator's bitches best be usin Jimmy's !,non-hateful,,,,
5389,Gator's bitches better be using jimmies,non-hateful,,,,
5390,"Gave a homeless guy a couple bucks today and didn't even say thank you, just walked away Ha okay!! Ungreatful son of a bitch.",non-hateful,,,,
5391,Gave dat bitch da Spirit of the Dragon,non-hateful,,,,
5392,Gave that bitch an E pill ... Bitches love fucking wit they EX,non-hateful,,,,
5393,Gay ass hillbilly intro song,non-hateful,,,,
5394,Geeked out my mine I think this bitch done stole a 50,non-hateful,,,,
5395,Geno Smith &gt; Alex bitch Smith's trash overpaid ass,non-hateful,,,,
5396,German gay guy left in critical condition after being fag bashed in Belgrade http://t.co/6hOFBlxAuL,non-hateful,,,,
5397,Get on your mutha fucking shit hoe.,non-hateful,,,,
5398,Get on your shit hoe.,non-hateful,,,,
5399,"Get out granny long-johns rednecks..for your cold bones from very cold ""Polar Vortex, The Sequel""! DoG http://t.co/ZXuxFXPzI7",non-hateful,,,,
5400,Get tf off joseline pussy!!!! Like damn,non-hateful,,,,
5401,Get this bitch off my TV bruh,non-hateful,,,,
5402,Get this monkey off my back...,non-hateful,,,,
5403,Get two birds stoned at one time.,non-hateful,,,,
5404,Get yo bitch jumped by 6 nigguhs,non-hateful,,,,
5405,Get your nasty ass out of my snapchat bitch,non-hateful,,,,
5406,Get your own picture bitch.,non-hateful,,,,
5407,Get your slow ass out my way ,non-hateful,,,,
5408,Get your weak ass juco highlights off twitter hoe,non-hateful,,,,
5409,Gettin drop top dat hoe,non-hateful,,,,
5410,Ghetto bird can't fly away from my hood,non-hateful,,,,
5411,Giants secondary lookin like trash,non-hateful,,,,
5412,Giants you bitch,non-hateful,,,,
5413,Gillette is for pussies,non-hateful,,,,
5414,Gimme another beer bitch!,non-hateful,,,,
5415,Gimme my grade bitch you know wat I'm trying to spell,non-hateful,,,,
5416,"Girl don't hide that pussy, you should be the type to provide that pussy",non-hateful,,,,
5417,"Girl like 19 pics of mine on Instagram this morning while I was working, when I saw that I thought ""this bitch need a life""",non-hateful,,,,
5418,Girl you eating more pussy then me girl you should have been a nigga,non-hateful,,,,
5419,"Girls are so fucking grimy today, keep your vagina in your pants you dirty hoe",non-hateful,,,,
5420,"Girls be like ""1/13/13 I love you babe &lt;3"" bitch isn't that today?",non-hateful,,,,
5421,"Girls be like ""10/23/12 I love you babe &lt;3"" hoe isn't that today?",non-hateful,,,,
5422,Girls be looking for reasons to do hoe shit,non-hateful,,,,
5423,Girls the days be confused hoes ain't nobody got time fo that !,non-hateful,,,,
5424,"Girls wanna meet a man with plans and ambition and a boy on a ""pussy hit "" mission..",non-hateful,,,,
5425,Girls watch out for hoes who always have something to say bout your man bc they will be the main one tryin to fuck him behind your back,non-hateful,,,,
5426,Give a bitch 2 or 3 pumps &amp; that's it.,non-hateful,,,,
5427,Give a hipster bitch a yellow stick now she suckin dick in the hood and shit -Othot,non-hateful,,,,
5428,"Give me 3 wishes, I wish, I wish, I wish you would bitch.",non-hateful,,,,
5429,Give me head and kiss to nigga you a eww bitch,non-hateful,,,,
5430,Give that hoe an Oscar she stay acting crazyy!!,non-hateful,,,,
5431,"Give these hoes 20,000 followers you got a whole new bitch",non-hateful,,,,
5432,Give us our credit bitch.. We went out there &amp; took that W. http://t.co/m5V4XKG7BY,non-hateful,,,,
5433,"Go UTES! You got Playboy bitches, disrespectful players, and a bunch of spoiled hipsters at your school, so I'm cheering for you. ",non-hateful,,,,
5434,"Go cry about it joey.
Just like the little bitch you are",non-hateful,,,,
5435,God bless the dumb and retarded,non-hateful,,,,
5436,God dam man that freestyle is so retarded that its fumny af omg,non-hateful,,,,
5437,God damn birds,non-hateful,,,,
5438,God damn flappy birds weak ass,non-hateful,,,,
5439,God damn zebras every Virginia possession the whistle blows geeze.,non-hateful,,,,
5440,"God made male and female blades of grass. Every living thing must reproduce itself to stay on this Earth: birds, bees and grass. Sex=Natural",non-hateful,,,,
5441,God my tweets are so ghetto,non-hateful,,,,
5442,God you're a faggot if you dont think superman is the best superhero,non-hateful,,,,
5443,Going hard bitch swear I'm on my job throw a quake in the air call that shit a lob,non-hateful,,,,
5444,"Going out with bad intension... Keep yo girlfriends inside, and I'm not just saying it ask my nigs I mean it",non-hateful,,,,
5445,Going to California today for some analyzer training. Going into Dick Whitman mode. Wish I had a tan colored suit to wear for the flight.,non-hateful,,,,
5446,Going to get my ID today fucking finally I'll see you retards soon,non-hateful,,,,
5447,Going to the creek with my bitches tomorrow,non-hateful,,,,
5448,Going up to the view point and seeing star child..... What the monkey,non-hateful,,,,
5449,"Goku, shutting down hoes since 1984 https://t.co/RETjvhgj1H",non-hateful,,,,
5450,Gold diggin ass bitch lol,non-hateful,,,,
5451,Golden Oreos are the best,non-hateful,,,,
5452,"Goldiggers wanna marry me, somebody tell them hoes to see therapy.",non-hateful,,,,
5453,Gonna drink and talk about bitches that I've almost had.,non-hateful,,,,
5454,"Gonna make a chicken sandwich, put half a bottle of tapatio on that bitch, and figure some shit out",non-hateful,,,,
5455,Gonna shower for the sole purpose of shampooing my beard.,non-hateful,,,,
5456,"Gonna straight hip check the next hillbilly who tries to apply the term ""derecho"" to a run-of-the-mill thunderstorm. ",non-hateful,,,,
5457,Good Morning to you hoes and pimps.,non-hateful,,,,
5458,Good day spent with my faggot,non-hateful,,,,
5459,"Good day, honkies.",non-hateful,,,,
5460,"Good day, honkies. ...I said GOOD DAY! ...honkies.",non-hateful,,,,
5461,"Good even-ink, honkies!",non-hateful,,,,
5462,"Good lord, I never met a bitch like this before",non-hateful,,,,
5463,Good morning Monday I have my truck money full tank and I didn't do any homework. Your my bitch Monday,non-hateful,,,,
5464,"Good morning Twitter. Make today a positive one. If you can't do that, beat up as many meanie-faces as possible. Also, I hate flappy bird.",non-hateful,,,,
5465,"Good morning, you hoe ass niggas. *Pimp C voice*",non-hateful,,,,
5466,Good ol' Charlie. http://t.co/U3kkrlwOqk,non-hateful,,,,
5467,Good pick birds,non-hateful,,,,
5468,"Good thing about you hoes, u aint hoes forever. ur expiration date will come to",non-hateful,,,,
5469,Good thing my brother loves me more than all you bitches thoo. He woke his ass up after working all night to drive me to school. Thats love.,non-hateful,,,,
5470,"Good weed, bad bitch. Got these hoes on my dick like Brad Pitt.",non-hateful,,,,
5471,Goodbye hop plants ! Time to dink u!!!! Luv it!!! http://t.co/ImsIE8MKJm,non-hateful,,,,
5472,Goodbye x Young Dolph featuring Trinidad James &amp; Shy Glizzy,non-hateful,,,,
5473,Goodnight bitches (with a lisp),non-hateful,,,,
5474,Goodnight pretty bitches n real niggas fuck da rest,non-hateful,,,,
5475,Goofy ass. lmfaoo make a niggah laugh,non-hateful,,,,
5476,Got 1 baby mama no bitch no wife ....,non-hateful,,,,
5477,"Got 2 bad bitches with me, Molly and aquafina",non-hateful,,,,
5478,Got a bitch so bad you can't afford to fuck.,non-hateful,,,,
5479,Got a lil bitch from the 916,non-hateful,,,,
5480,"Got a new bitch and she got ass, lookin at my ex like yeah i know you mad",non-hateful,,,,
5481,Got a red ass bitch wid a red ass pussayyy,non-hateful,,,,
5482,Got all the black bitches mad cuz my main bitch vanilla,non-hateful,,,,
5483,Got another nigga's bitch in my bed right now,non-hateful,,,,
5484,Got chunky marmalade today of a greatful customer for my service over the past 2 yrs http://t.co/pSEnGvyxrw,non-hateful,,,,
5485,Got damn man hung tf over like a bitch,non-hateful,,,,
5486,Got damn the Lakers trash....,non-hateful,,,,
5487,Got good pussy. But ion eat her tho.,non-hateful,,,,
5488,Got ketchup on my swim trunks... Sum bitch,non-hateful,,,,
5489,Got my mind made nicca ... Fuk u pay me!,non-hateful,,,,
5490,"Got my own place , pay my own bills &amp; rent &amp; 2 jobs. Tf am I worried about a next bitch for?",non-hateful,,,,
5491,"Got my shit changed doe , find the PW now bitches ! Haha",non-hateful,,,,
5492,Got my vans on.. My pockets chunky,non-hateful,,,,
5493,Got one bitch in economy and one bitch back in coach.,non-hateful,,,,
5494,"Got the Vector Job, bitch.",non-hateful,,,,
5495,Got these hoes lurkin got these niggahs talkin,non-hateful,,,,
5496,Got to 18 on flappy bird...,non-hateful,,,,
5497,Got to 8 on flappy birds can you say happiest girl on earth,non-hateful,,,,
5498,Got you're bitch panties niagra falling,non-hateful,,,,
5499,Got your bitch over here combing my hair for me. http://t.co/K6J3NMRmZW,non-hateful,,,,
5500,Got your bitch with me right now.,non-hateful,,,,
5501,Gotchya bitch,non-hateful,,,,
5502,Gotta bad red bone that look something like Ashanti,non-hateful,,,,
5503,Gotta bitch with some church's chicken thighs,non-hateful,,,,
5504,Gotta go get a haircut ASAP tomorrow ain't no bitches looking at me right now. And today they all was out. The frustration.,non-hateful,,,,
